p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene	seurat_clusters
2.3036788525578e-59	3.1378040406615	0.86	0.341	7.72607813570834e-55	PRF1	c13
2.21636597165844e-56	3.67345665930954	0.711	0.207	7.43324819574806e-52	CXCR6	c13
4.59125448348045e-52	1.55114347958223	1	0.997	1.53981492866967e-47	MT-ATP6	c13
2.77185746040054e-51	1.45530900775837	1	0.999	9.29625555069133e-47	MT-CYB	c13
6.34251108112061e-50	1.37339702541624	1	1	2.12715136638623e-45	MT-CO2	c13
4.40594484941498e-49	1.33894097112213	1	1	1.4776657835968e-44	MT-CO1	c13
2.15479504661006e-48	4.50878964306562	0.439	0.079	7.22675162732082e-44	SLC4A10	c13
2.39733597375225e-48	2.7216220842129	0.86	0.358	8.0401853887703e-44	GZMA	c13
3.6436186178716e-48	1.45858056291721	1	0.998	1.22199681206178e-43	MT-ND4L	c13
9.12423465203334e-48	1.39888151102512	1	0.999	3.06008581759894e-43	MT-CO3	c13
6.40039469526924e-44	3.37388857235609	0.596	0.167	2.1465643728994e-39	TRAV1-2	c13
5.06629719307119e-43	1.42651108090389	0.991	0.975	1.69913475261222e-38	MT-ATP8	c13
8.42497528526721e-42	1.37866294910691	0.982	0.961	2.82556821117292e-37	MT-ND5	c13
1.9883381526716e-39	1.14679772995101	0.991	0.996	6.66848849643002e-35	HLA-B	c13
2.62446416509874e-39	1.14379952743576	0.991	0.991	8.80192791690816e-35	HLA-C	c13
8.14660927694817e-37	1.31704581556813	0.982	0.952	2.73220981930288e-32	MT-ND4	c13
1.2418141768878e-36	1.72018976982005	0.921	0.412	4.1647963864463e-32	GNLY	c13
2.34688243893534e-36	1.8595015301313	0.921	0.846	7.87097432370136e-32	PTPRC	c13
5.69746899033484e-35	10.2406154745421	0.035	0	1.9108171499785e-30	PRSS35	c13
2.03619601000967e-34	1.14333306206014	1	0.987	6.82899417837042e-30	HLA-A	c13
1.23651518896054e-33	2.55702242294308	0.789	0.364	4.14702464073584e-29	GZMB	c13
1.69671002092725e-31	1.04566903105959	0.982	0.973	5.69042606818582e-27	MT-ND1	c13
2.37241688262576e-27	2.07730524120276	0.816	0.704	7.95661174095027e-23	CTSC	c13
2.56908797322882e-27	1.75778670719621	0.833	0.664	8.61620724461482e-23	HSP90B1	c13
2.9152784779289e-26	1.80635999409066	0.816	0.618	9.77726095927796e-22	ITGA4	c13
7.91655241837801e-26	1.91477206607197	0.816	0.698	2.65505335007562e-21	ITGB2	c13
1.55277354177717e-25	1.86230907293359	0.939	0.917	5.20769190441228e-21	MTRNR2L12	c13
2.05736416735734e-25	1.57354636236571	0.851	0.506	6.89998794448304e-21	NKG7	c13
2.21521971181533e-25	1.13466089571448	0.965	0.962	7.42940386948625e-21	MT-ND3	c13
5.24913429261967e-25	2.42539374188319	0.596	0.271	1.76045465905878e-20	CTSW	c13
3.1767630246755e-24	1.52531815664825	0.842	0.76	1.06542278321567e-19	CD53	c13
2.28155486835575e-22	3.44704402515807	0.509	0.216	7.65187871749152e-18	CCR1	c13
3.74662030048358e-22	1.7847494661181	0.781	0.6	1.25654151637618e-17	HSPA5	c13
2.20588927028077e-21	1.93436992011704	0.719	0.473	7.39811143466765e-17	NCR3	c13
1.56161677559074e-19	1.06180166826066	0.86	0.891	5.23735034197621e-15	MT-ND2	c13
8.3470147742047e-19	2.12006671127993	0.658	0.434	2.79942181497277e-14	LBR	c13
1.11935016838637e-18	2.06133794509114	0.675	0.447	3.7540765947342e-14	LAG3	c13
2.45271696177069e-17	1.39246416924253	0.816	0.792	8.22592214638655e-13	CALR	c13
1.84172114389646e-16	1.10492375469776	0.833	0.851	6.17676437239994e-12	PPIB	c13
2.15323143143606e-16	1.21492047274411	0.816	0.803	7.22150757475025e-12	LCP1	c13
3.77413633034563e-16	1.78574612472374	0.667	0.505	1.26576984247132e-11	ATP1A1	c13
7.14345447041594e-16	0.922818535709694	0.939	0.933	2.3957717602881e-11	CD74	c13
2.07278585635775e-15	2.20411323220686	0.561	0.343	6.95170920505261e-11	DPP4	c13
2.45452504254379e-15	0.971655171522616	0.965	0.926	8.23198608768337e-11	LTB	c13
1.39526347861451e-14	1.16178970290142	0.667	0.361	4.67943465457734e-10	CCL5	c13
2.01430525808706e-14	1.94603119342828	0.632	0.473	6.75557697457239e-10	CANX	c13
3.68716749907328e-14	1.41925531470218	0.746	0.689	1.2366022358392e-09	NEAT1	c13
1.11931995810749e-13	2.10077944067983	0.614	0.488	3.75397527550089e-09	IQGAP1	c13
2.6071238897148e-13	1.23359840659274	0.798	0.851	8.74377210132548e-09	LAPTM5	c13
2.97715169978724e-13	4.03465027646896	0.184	0.045	9.98477137074646e-09	TRGV2	c13
3.50164679914239e-13	1.86996468603432	0.588	0.4	1.17438230349638e-08	SLC5A3	c13
3.52330282586297e-13	3.06900506297623	0.211	0.056	1.18164530173792e-08	IKZF2	c13
4.735257746594e-13	1.15395848611148	0.781	0.846	1.5881107430527e-08	TMBIM6	c13
7.73962505957082e-13	1.68954684324075	0.658	0.525	2.59571545247886e-08	GBP5	c13
1.16741655323164e-12	0.976744060487553	0.798	0.802	3.91528163622829e-08	RNF213	c13
4.98397264881315e-12	2.4317770685266	0.43	0.223	1.67152474695895e-07	KLRG1	c13
5.72847903265737e-12	2.28140202134915	0.482	0.288	1.92121729797263e-07	CD96	c13
5.77093785046112e-12	3.06890115566218	0.351	0.157	1.93545713628765e-07	IL4I1	c13
6.48033492527047e-12	1.25481134265106	0.728	0.639	2.17337472723721e-07	CTSH	c13
7.14989504982022e-12	1.36317535431835	0.737	0.69	2.39793180180871e-07	MT-ND6	c13
9.2605824012014e-12	1.57671077406963	0.667	0.643	3.10581412571493e-07	PDIA3	c13
1.0385873954923e-11	1.70604938719599	0.447	0.216	3.48321440700207e-07	CD8A	c13
1.1300797291953e-11	7.56964183620305	0.018	0	3.7900613957752e-07	RNF103-CHMP3	c13
1.98238236610297e-11	1.35869878931212	0.719	0.713	6.64851397943614e-07	CD2	c13
5.32679155930421e-11	0.703444341702323	0.86	0.895	1.78649935315945e-06	CYBA	c13
6.19138720798025e-11	4.51912455936695	0.044	0.003	2.07646744181242e-06	TPBG	c13
7.86418493614123e-11	0.852433560894965	0.825	0.892	2.63749034388305e-06	HLA-E	c13
2.25306805892776e-10	2.59169865290872	0.263	0.097	7.55633965603191e-06	GZMK	c13
3.72647282958996e-10	5.73048605062167	0.026	0.001	1.24978445758788e-05	TRGV11	c13
3.75240491635001e-10	2.30920830249302	0.421	0.241	1.25848156084547e-05	CCR2	c13
5.57070877071463e-10	1.3403661720935	0.649	0.605	1.86830430752227e-05	SPN	c13
1.34223533563996e-09	1.69123941889806	0.596	0.506	4.50158886866929e-05	RPN2	c13
1.58359987650278e-09	2.62834490766827	0.246	0.091	5.31107726581503e-05	TRBV20-1	c13
1.69067387791509e-09	3.90987756621768	0.184	0.058	5.67018205175163e-05	ELOVL4	c13
1.80917970800837e-09	1.39196141550993	0.658	0.67	6.06762690471848e-05	PDIA6	c13
4.53348182534574e-09	1.18024018504715	0.667	0.577	0.000152043913458445	AHNAK	c13
1.78763557876153e-08	2.77436160380858	0.237	0.095	0.000599537220405043	TRBV6-4	c13
2.9637481325868e-08	1.83528958437742	0.518	0.399	0.000993981848706961	GPRIN3	c13
4.0057957921666e-08	4.2273946959641	0.088	0.018	0.00134346379277683	ABCB1	c13
5.72319038834242e-08	5.71839666419354	0.018	0.001	0.00191944359244228	AC015802.4	c13
5.94977092549292e-08	0.37909909619759	0.982	0.995	0.00199543417299182	MALAT1	c13
9.15052038621316e-08	3.51524303447509	0.193	0.073	0.00306890152712817	ADRB2	c13
9.79070975985966e-08	4.12599491619475	0.053	0.007	0.00328360823926173	SLC16A6	c13
1.12261937095468e-07	0.795889644641389	0.667	0.575	0.00376504084630779	AQP3	c13
1.30462412721261e-07	1.75148427480681	0.465	0.333	0.00437544839784566	ADAM10	c13
