p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene	seurat_clusters
2.3036788525578e-59	3.1378040406615	0.86	0.341	7.72607813570834e-55	PRF1	c13
2.21636597165844e-56	3.67345665930954	0.711	0.207	7.43324819574806e-52	CXCR6	c13
4.59125448348045e-52	1.55114347958223	1	0.997	1.53981492866967e-47	MT-ATP6	c13
2.77185746040054e-51	1.45530900775837	1	0.999	9.29625555069133e-47	MT-CYB	c13
6.34251108112061e-50	1.37339702541624	1	1	2.12715136638623e-45	MT-CO2	c13
2.04440563246974e-49	-2.70689750705621	0.842	0.971	6.85652761017702e-45	TMSB4X	c13
2.20409382403181e-49	-2.63496710982875	0.57	0.94	7.39208986703787e-45	RPL41	c13
2.60067944802311e-49	-2.55160074289078	0.711	0.952	8.72215873277992e-45	RPLP1	c13
4.40594484941498e-49	1.33894097112213	1	1	1.4776657835968e-44	MT-CO1	c13
1.04553272830309e-48	-2.37753690046234	0.614	0.941	3.50650766418291e-44	RPS3	c13
1.34655351914619e-48	-2.81892527067842	0.465	0.922	4.5160711925125e-44	RPS12	c13
2.15479504661006e-48	4.50878964306562	0.439	0.079	7.22675162732082e-44	SLC4A10	c13
2.39733597375225e-48	2.7216220842129	0.86	0.358	8.0401853887703e-44	GZMA	c13
2.98751435944593e-48	-2.43026659591623	0.623	0.95	1.00195256587098e-43	RPL10	c13
3.38284314778764e-48	-2.82303994234698	0.693	0.96	1.13453793490502e-43	TMSB10	c13
3.6436186178716e-48	1.45858056291721	1	0.998	1.22199681206178e-43	MT-ND4L	c13
5.92615559483247e-48	-2.55513327047522	0.623	0.926	1.98751406339492e-43	TPT1	c13
6.06399272810943e-48	-2.63303040823971	0.456	0.917	2.03374188115334e-43	RPL11	c13
9.12423465203334e-48	1.39888151102512	1	0.999	3.06008581759894e-43	MT-CO3	c13
9.49154253311923e-48	-2.50294982532789	0.535	0.927	3.18327353475753e-43	RPS4X	c13
4.32621520754326e-47	-3.34918718130988	0.193	0.87	1.45092605630586e-42	RPS28	c13
1.0397014082847e-46	-2.52406525719418	0.377	0.9	3.48695058310524e-42	RPS7	c13
3.06203522379239e-46	-2.79914986110053	0.351	0.903	1.02694537335549e-41	RPL30	c13
4.08847502258369e-46	-2.48242457492976	0.553	0.927	1.37119275307412e-41	RPL28	c13
1.69746393540322e-45	-2.65833306890188	0.342	0.897	5.69295454655533e-41	RPS3A	c13
1.15357088211061e-44	-2.64556788836176	0.412	0.898	3.86884602442257e-40	RPL32	c13
1.16028795842497e-44	-2.40839378252974	0.474	0.913	3.89137375496566e-40	RPL18A	c13
1.47210607827039e-44	-2.17528648455188	0.632	0.937	4.93714936530325e-40	RPLP0	c13
1.60358529841626e-44	-1.89555029607632	0.877	0.979	5.37810437382844e-40	EEF1A1	c13
2.71329249954336e-44	-2.35380676141914	0.509	0.927	9.09984038496851e-40	RPL13	c13
5.20179773080363e-44	-2.32035974520714	0.57	0.934	1.74457892295692e-39	RPS19	c13
5.6294934048678e-44	-2.50048443698668	0.447	0.899	1.88801949812456e-39	RPS23	c13
6.40039469526924e-44	3.37388857235609	0.596	0.167	2.1465643728994e-39	TRAV1-2	c13
1.23478506859352e-43	-3.23758744325124	0.202	0.866	4.14122216304893e-39	RPS27	c13
1.28347311988796e-43	-2.2665582150667	0.754	0.962	4.30451214948022e-39	PFN1	c13
1.58868305627205e-43	-2.37855839594875	0.439	0.891	5.3281252341252e-39	RPS24	c13
2.30889930138801e-43	-2.35501930368885	0.447	0.916	7.74358647699512e-39	RPS27A	c13
4.39386386700011e-43	-2.6109760401403	0.36	0.879	1.4736140637145e-38	RPL12	c13
5.06629719307119e-43	1.42651108090389	0.991	0.975	1.69913475261222e-38	MT-ATP8	c13
5.08719201211588e-43	-2.39189574843723	0.368	0.905	1.70614245702342e-38	RPL29	c13
5.92218112103501e-43	-2.32005225215556	0.465	0.908	1.98618110437272e-38	RPS18	c13
8.40932246694044e-43	-2.51544451662467	0.325	0.885	2.82031856896249e-38	FAU	c13
1.01405162768984e-42	-2.37459282104179	0.412	0.9	3.40092634894619e-38	RPL14	c13
4.4864662438772e-42	-2.38339841121346	0.368	0.898	1.50467104887154e-37	RPS6	c13
5.08885150981558e-42	-1.96355942316417	0.579	0.921	1.70669901936195e-37	RPL18	c13
7.79890566109395e-42	-2.1627249349643	0.482	0.915	2.61559698061769e-37	RPL8	c13
8.42497528526721e-42	1.37866294910691	0.982	0.961	2.82556821117292e-37	MT-ND5	c13
3.41003631473069e-41	-2.53445320384229	0.333	0.873	1.14365797923438e-36	RPS25	c13
5.11259878279268e-41	-2.90938385746046	0.193	0.849	1.71466337977301e-36	RPL39	c13
6.46451576043775e-41	-2.4324101165277	0.544	0.899	2.16806929573561e-36	SH3BGRL3	c13
7.07783139164362e-41	-2.25090804034059	0.395	0.89	2.37376309212944e-36	ARHGDIB	c13
7.10602420320184e-41	-2.86524779968832	0.263	0.87	2.38321839726983e-36	RPL34	c13
1.76880364084982e-40	-2.04329761628206	0.588	0.921	5.93221365068212e-36	RPS8	c13
1.88088044709572e-40	-2.31608203857858	0.404	0.889	6.30809684346962e-36	RPS13	c13
6.66074966734412e-40	-2.32708868993088	0.368	0.882	2.23388222343387e-35	RPSA	c13
7.64077729488028e-40	-2.29718149513226	0.333	0.877	2.56256388915695e-35	RPS16	c13
1.36499819149703e-39	-2.00204449875313	0.535	0.91	4.57793093464273e-35	RPL7A	c13
1.62888024373833e-39	-2.37177752672832	0.386	0.87	5.46293856144961e-35	RPLP2	c13
1.83161190987415e-39	-1.87954948025847	0.649	0.932	6.14286002333592e-35	RPL19	c13
1.9883381526716e-39	1.14679772995101	0.991	0.996	6.66848849643002e-35	HLA-B	c13
2.34660105481257e-39	-1.99409353681336	0.509	0.906	7.87003061763039e-35	RPS15	c13
2.62446416509874e-39	1.14379952743576	0.991	0.991	8.80192791690816e-35	HLA-C	c13
2.97788126716041e-39	-2.42484212374934	0.316	0.875	9.98721819380259e-35	RPS5	c13
4.2952430255687e-39	-2.35978813548948	0.333	0.877	1.44053860591523e-34	RPS9	c13
6.51616498962368e-39	-2.55403139049001	0.5	0.894	2.18539141421999e-34	FTH1	c13
6.78059336614515e-39	-1.9576423333458	0.456	0.897	2.27407540313776e-34	RPL15	c13
1.29820893024247e-38	-2.22963251088707	0.535	0.892	4.35393311024718e-34	RPS14	c13
1.68751774650282e-38	-1.96657382427152	0.439	0.906	5.65959701822114e-34	PPIA	c13
2.91041108790076e-38	-1.95201626533925	0.895	0.955	9.76093670660155e-34	S100A4	c13
3.27763421891309e-38	-2.15865932484296	0.57	0.905	1.09925296433907e-33	MYL6	c13
7.95529173633925e-38	-2.4830374421132	0.325	0.854	2.66804574253346e-33	RPL35A	c13
1.66597383619984e-37	-2.57850507058663	0.316	0.844	5.58734305184701e-33	S100A11	c13
1.74083711116786e-37	-2.3272005208305	0.289	0.865	5.83841950343478e-33	RPL23A	c13
8.14660927694817e-37	1.31704581556813	0.982	0.952	2.73220981930288e-32	MT-ND4	c13
1.2418141768878e-36	1.72018976982005	0.921	0.412	4.1647963864463e-32	GNLY	c13
1.41016980704073e-36	-2.35359528596678	0.263	0.847	4.72942749885322e-32	UBA52	c13
1.77052949380794e-36	-2.47158816354744	0.219	0.832	5.93800181633306e-32	BTF3	c13
2.34688243893534e-36	1.8595015301313	0.921	0.846	7.87097432370136e-32	PTPRC	c13
2.58017237135898e-36	-2.87959315110272	0.184	0.789	8.65338209906375e-32	ATP5MC2	c13
8.38961651504063e-36	-1.78621450218066	0.447	0.913	2.81370958681433e-31	RACK1	c13
9.04125622662779e-36	-1.78055750861456	0.553	0.907	3.03225651328643e-31	CFL1	c13
1.0101370353481e-35	-3.35233199528702	0.044	0.734	3.38779758915046e-31	PPDPF	c13
1.23801519194253e-35	-2.3849284472379	0.219	0.841	4.15205535073685e-31	RPL21	c13
1.27467486934608e-35	-2.10428229454568	0.368	0.867	4.27500457681288e-31	NACA	c13
