seurat_clusters	Sample	.n	.frac
c1	P1S	276	0.443729903536977
c1	P1U	65	0.104501607717042
c1	P2S	241	0.387459807073955
c1	P2U	40	0.0643086816720257
c2	P1S	70	0.132827324478178
c2	P1U	58	0.110056925996205
c2	P2S	315	0.597722960151803
c2	P2U	84	0.159392789373814
c3	P1S	103	0.201960784313725
c3	P1U	53	0.103921568627451
c3	P2S	276	0.541176470588235
c3	P2U	78	0.152941176470588
c4	P1S	361	0.773019271948608
c4	P1U	19	0.0406852248394004
c4	P2S	74	0.158458244111349
c4	P2U	13	0.0278372591006424
c5	P1S	48	0.10762331838565
c5	P1U	42	0.0941704035874439
c5	P2S	272	0.609865470852018
c5	P2U	84	0.188340807174888
c6	P1S	254	0.751479289940828
c6	P1U	26	0.0769230769230769
c6	P2S	48	0.142011834319527
c6	P2U	10	0.029585798816568
c7	P1S	35	0.121107266435986
c7	P1U	32	0.110726643598616
c7	P2S	162	0.560553633217993
c7	P2U	60	0.207612456747405
c8	P1S	133	0.471631205673759
c8	P1U	42	0.148936170212766
c8	P2S	86	0.304964539007092
c8	P2U	21	0.074468085106383
c9	P1S	140	0.756756756756757
c9	P1U	23	0.124324324324324
c9	P2S	19	0.102702702702703
c9	P2U	3	0.0162162162162162
c10	P1S	39	0.364485981308411
c10	P1U	8	0.0747663551401869
c10	P2S	54	0.504672897196262
c10	P2U	6	0.0560747663551402
c11	P1S	64	0.673684210526316
c11	P1U	16	0.168421052631579
c11	P2S	12	0.126315789473684
c11	P2U	3	0.0315789473684211
